timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient_sr2,Gradient-SG_sr2,GradCAM_sr2
NA,1m 19s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,110-W2021006-102_R2,W2021006-102,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,8,1,670,98.67452135493372,1,98.82,2.91,3.46,15.26
NA,1m 16s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,111-W2021006-102_R2,W2021006-102,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,7,666,98.95988112927192,0,100,2.81,3.18,13.79
NA,1m 13s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,112-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,3,18,654,96.88888888888889,0,99.56,2.84,3.37,14.61
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,113-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,7,0,690,98.99569583931134,0,99,2.87,3.28,14.27
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,114-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,13,1,680,97.98270893371756,0,98.13,2.87,3.32,13.61
NA,1m 17s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,115-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,18,135,555,78.38983050847457,10,97.46,2.8,3.22,12.91
NA,1m 17s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,116-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,13,704,98.050139275766,0,99.86,2.87,3.24,14.01
NA,1m 16s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,117-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,3,694,99.28469241773963,0,99.71,2.83,3.44,15.48
NA,1m 9s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,118-Galena_R2,Galena,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,49,128,487,73.3433734939759,9,92.62,2.55,3.08,13.74
NA,1m 1s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,119-Galena_R2,Galena,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,181,274,206,31.164901664145233,17,72.62,1.97,2.31,10.06
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,120-Galena_R2,Galena,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,50,254,385,55.878084179970976,5,92.74,2.59,2.95,12.84
NA,0m 30s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,121-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,635,7,4,0.6191950464396285,20,1.7,0.04,0.05,0.19
NA,0m 29s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,122-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,599,3,0,0,10,0.5,0.01,0.01,0.05
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,123-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,538,145,2,0.291970802919708,26,21.46,0.52,0.62,2.82
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,124-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,326,255,66,10.200927357032455,51,49.61,1.29,1.5,6.32
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,125-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,222,242,106,18.596491228070175,46,61.05,1.52,1.79,7.36
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,126-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,324,204,39,6.878306878306878,40,42.86,1.07,1.23,4.9
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,127-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,12,705,98.0528511821975,3,99.72,3.01,3.58,15.18
NA,1m 6s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,128-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,55,95,454,75.16556291390728,21,90.89,2.54,2.96,11.8
NA,0m 58s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,129-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,205,90,368,55.5052790346908,23,69.08,1.87,2.17,9.13
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,130-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,573,14,3,0.5084745762711864,31,2.88,0.07,0.08,0.36
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,131-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,550,41,5,0.8389261744966443,21,7.72,0.19,0.22,0.82
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,132-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,595,28,4,0.6379585326953748,22,5.1,0.12,0.14,0.55
NA,1m 3s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,133-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,147,312,211,31.49253731343283,18,78.06,2.1,2.43,10.52
NA,1m 2s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,134-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,170,337,138,21.3953488372093,23,73.64,1.89,2.21,9.54
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,135-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,20,407,273,39,9,97.14,2.59,3.05,13.58
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,136-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,666,3,1,0.1492537313432836,11,0.6,0.01,0.02,0.06
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,137-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,644,8,0,0,10,1.23,0.03,0.03,0.12
NA,0m 29s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,138-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,668,1,0,0,13,0.15,0,0,0.01
NA,1m 18s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,139-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,1,731,99.86338797814209,1,100,2.97,3.46,16.25
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,140-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,0,669,100,0,100,2.93,3.27,15.02
NA,1m 13s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,141-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,12,666,98.08541973490426,1,99.85,2.89,3.28,13.88
NA,1m 8s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,142-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,69,401,204,30.267062314540063,44,89.76,2.34,2.69,11.12
NA,1m 10s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,143-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,111,345,259,36.22377622377622,48,84.48,2.16,2.44,10.04
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,144-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,613,84,2,0.28612303290414876,49,12.3,0.29,0.33,1.4
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,145-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,628,10,4,0.6230529595015576,38,2.18,0.05,0.05,0.26
NA,0m 30s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,146-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,606,9,1,0.16233766233766234,22,1.62,0.03,0.04,0.16
NA,0m 30s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,147-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,650,4,3,0.45662100456621,14,1.07,0.03,0.03,0.12
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,148-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,212,180,146,27.137546468401485,12,60.59,1.62,1.9,8.62
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,149-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,216,217,148,25.47332185886403,35,62.82,1.56,1.83,8.43
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,150-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,169,132,226,42.8842504743833,18,67.93,1.78,2.19,9.34
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,151-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,345,228,86,13.050075872534142,32,47.65,1.18,1.38,5.75
NA,1m 6s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,152-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,96,384,185,27.819548872180448,18,85.56,2.3,2.7,12.34
NA,1m 12s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,153-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,17,322,335,49.70326409495549,4,97.48,2.7,3.12,13.69
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,154-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,568,71,1,0.15625,9,11.25,0.26,0.31,1.25
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,155-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,575,58,0,0,15,9.16,0.22,0.26,1.13
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,156-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,401,183,4,0.6802721088435374,29,31.8,0.76,0.89,3.94
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,157-Symphony_R2,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,324,76,297,42.61119081779053,30,53.52,1.46,1.72,7.22
NA,1m 16s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,158-Symphony_R2,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,0,716,99.44444444444444,0,99.44,2.91,3.44,16.69
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,159-Symphony_R2,Symphony,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,9,0,704,98.73772791023842,0,98.74,2.86,3.34,15.24
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,160-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,323,292,38,5.819295558958652,56,50.54,1.19,1.39,5.95
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,161-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,350,267,60,8.862629246676514,38,48.3,1.19,1.41,6.05
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,162-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,459,186,7,1.0736196319018405,26,29.6,0.7,0.83,3.87
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,163-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,6,22,681,96.05077574047954,0,99.15,2.69,2.9,12.72
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,164-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,24,700,96.68508287292818,0,100,2.83,3.19,13.87
NA,1m 16s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,165-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,3,707,99.5774647887324,0,100,2.87,3.1,15.03
NA,0m 29s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,166-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,651,4,1,0.1524390243902439,14,0.76,0.02,0.02,0.08
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,167-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,694,2,0,0,8,0.29,0.01,0.01,0.04
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,168-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,708,7,0,0,17,0.98,0.02,0.03,0.09
NA,1m 16s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,169-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,6,97,618,85.71428571428571,3,99.17,2.77,3.12,13.21
NA,1m 13s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,170-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,0,705,100,0,100,2.85,3.08,15.55
NA,1m 19s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,171-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,14,749,98.1651376146789,0,100,2.9,3.24,14.67
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,172-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,506,114,67,9.75254730713246,24,26.35,0.67,0.78,3.58
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,173-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,542,61,46,7.0878274268104775,29,16.49,0.42,0.49,2.22
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,174-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,526,112,46,6.725146198830409,31,23.1,0.58,0.69,2.99
NA,1m 13s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,175-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,55,133,525,73.63253856942497,12,92.29,2.55,3.04,14.07
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,176-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,12,56,652,90.55555555555556,1,98.33,2.83,3.44,15.67
NA,1m 18s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,177-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,3,733,99.59239130434784,0,100,2.95,3.48,15.85
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,178-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,344,277,47,7.0359281437125745,46,48.5,1.15,1.34,5.58
NA,1m 0s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,179-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,74,372,127,22.164048865619545,18,87.09,2.16,2.54,11.21
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,180-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,285,273,59,9.562398703403566,83,53.81,1.18,1.37,5.96
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,181-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,508,52,0,0,22,9.29,0.22,0.26,1.13
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,182-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,675,26,1,0.14245014245014245,10,3.85,0.09,0.1,0.47
NA,0m 27s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,183-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,340,21,1,0.2762430939226519,17,6.08,0.14,0.16,0.65
NA,1m 9s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,184-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,18,96,527,82.21528861154445,10,97.19,2.73,3.24,14.15
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,185-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,22,0,681,96.8705547652916,0,96.87,2.85,3.37,16.01
NA,1m 17s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,186-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,0,742,99.73118279569891,1,99.73,2.97,3.43,15.44
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,187-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,10,46,665,92.23300970873788,3,98.61,2.82,3.21,14.13
NA,1m 17s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,188-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,24,696,96.53259361997226,0,99.86,2.84,3.18,14.42
NA,1m 15s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,189-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,31,667,95.55873925501432,0,100,2.79,3.2,14.37
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,190-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,623,2,0,0,2,0.32,0.01,0.01,0.04
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,191-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,757,1,0,0,4,0.13,0,0,0.02
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,192-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,701,10,1,0.1404494382022472,12,1.54,0.04,0.04,0.17
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,193-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,647,17,0,0,14,2.56,0.07,0.07,0.32
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,194-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,699,4,0,0,9,0.57,0.01,0.02,0.06
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,195-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,672,4,2,0.2949852507374631,7,0.88,0.02,0.02,0.11
NA,1m 10s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,196-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,18,185,387,65.59322033898304,7,96.95,2.61,3.07,13.52
NA,1m 21s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,197-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,4,30,682,95.25139664804468,1,99.44,2.86,3.38,15.76
NA,1m 20s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,198-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,20,61,612,88.31168831168831,1,97.11,2.79,3.25,14.41
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,199-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,429,162,102,14.71861471861472,50,38.1,0.96,1.09,5.03
NA,1m 11s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,200-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,80,85,531,76.29310344827587,16,88.51,2.43,2.73,11.64
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,201-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,436,139,84,12.74658573596358,66,33.84,0.84,0.99,3.99
NA,1m 22s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,202-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,1,0,702,99.85775248933145,0,99.86,2.86,3.24,15.91
NA,1m 21s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,203-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,0,707,100,0,100,2.91,3.39,16.26
NA,1m 22s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,204-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,0,0,695,100,0,100,2.94,3.37,15.74
NA,1m 21s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,205-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,16,223,438,64.69719350073855,4,97.64,2.75,3.26,15.15
NA,1m 10s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,206-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,104,320,252,37.278106508875744,27,84.62,2.23,2.63,11.26
NA,1m 14s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,207-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,8,134,507,78.12018489984591,6,98.77,2.81,3.29,13.74
NA,1m 3s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,208-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,161,387,66,10.749185667752444,32,73.78,1.79,2.1,9.04
NA,1m 10s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,209-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,99,470,103,15.327380952380953,20,85.27,2.27,2.69,11.83
NA,1m 12s,ResNet,Jan29_22-02-46_2026,2,10-10-2023_10dpi,2,210-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,111,547,63,8.737864077669903,25,84.6,2.16,2.59,10.84
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,10-11-2023_5dpi,1,001-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,585,65,7,1.06544901065449,66,10.96,NA,0.28,1.2
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-11-2023_5dpi,1,002-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,628,5,4,0.6279434850863422,13,1.41,NA,0.04,0.14
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-11-2023_5dpi,1,003-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,615,14,4,0.631911532385466,27,2.84,NA,0.08,0.32
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-11-2023_5dpi,1,004-W2021010-423_R1,W2021010-423,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,663,3,1,0.14992503748125938,17,0.6,NA,0.02,0.07
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-11-2023_5dpi,1,005-W2021010-423_R1,W2021010-423,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,646,4,5,0.7633587786259541,14,1.37,NA,0.04,0.15
