timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,008-W2021011-548_R2,W2021011-548,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,706,1,1,0.14124293785310735,11,0.28,0.01,NA,0.01
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,009-W2021011-548_R2,W2021011-548,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,524,73,15,2.450980392156863,76,14.38,0.38,NA,0.34
NA,1m 20s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,010-SYMPHONY_R2,SYMPHONY,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,0,36,674,94.92957746478872,0,100,3.69,NA,2.91
NA,1m 15s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,011-SYMPHONY_R2,SYMPHONY,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,96,168,468,63.934426229508205,19,86.89,3.11,NA,2.5
NA,1m 23s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,012-SYMPHONY_R2,SYMPHONY,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,3,2,734,99.3234100135318,0,99.59,3.72,NA,2.9
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,013-21398_R2,21398,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,692,2,3,0.430416068866571,7,0.72,0.02,NA,0.02
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,014-21398_R2,21398,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,696,4,0,0,5,0.57,0.02,NA,0.01
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,015-21398_R2,21398,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,682,4,0,0,7,0.58,0.02,NA,0.02
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,016-W2021010-427_R2,W2021010-427,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,291,175,114,19.655172413793103,85,49.83,1.46,NA,1.22
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,017-W2021010-427_R2,W2021010-427,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,579,25,21,3.36,22,7.36,0.23,NA,0.19
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,018-W2021010-427_R2,W2021010-427,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,679,3,0,0,5,0.44,0.01,NA,0.01
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,019-W2021010-406_R2,W2021010-406,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,488,42,78,12.828947368421051,34,19.74,0.66,NA,0.52
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,020-W2021010-406_R2,W2021010-406,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,364,57,155,26.90972222222222,43,36.81,1.19,NA,0.95
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,021-W2021010-406_R2,W2021010-406,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,314,38,134,27.572016460905353,31,35.39,1.11,NA,0.93
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,022-W2021011-556_R2,W2021011-556,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,634,0,3,0.47095761381475665,6,0.47,0.01,NA,0.01
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,023-W2021011-556_R2,W2021011-556,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,618,0,0,0,2,0,0,NA,0
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,024-W2021011-556_R2,W2021011-556,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,648,1,0,0,3,0.15,0,NA,0
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,025-W2021011-563_R2,W2021011-563,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,601,29,28,4.25531914893617,18,8.66,0.27,NA,0.23
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,026-W2021011-563_R2,W2021011-563,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,618,34,22,3.2640949554896146,74,8.31,0.23,NA,0.2
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,027-W2021011-563_R2,W2021011-563,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,555,3,32,5.423728813559322,4,5.93,0.3,NA,0.14
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,028-W2021010-412_R2,W2021010-412,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,670,1,0,0,17,0.15,0,NA,0
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,029-W2021010-412_R2,W2021010-412,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,672,11,0,0,3,1.61,0.05,NA,0.05
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,030-W2021010-412_R2,W2021010-412,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,677,4,1,0.1466275659824047,9,0.73,0.02,NA,0.02
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,031-19040_R2,19040,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,651,34,1,0.1457725947521866,15,5.1,0.16,NA,0.14
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,032-19040_R2,19040,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,668,14,5,0.727802037845706,13,2.77,0.09,NA,0.08
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,033-19040_R2,19040,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,517,2,1,0.19230769230769232,14,0.58,0.02,NA,0.01
NA,1m 16s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,034-W2021011-569_R2,W2021011-569,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,0,36,668,94.88636363636364,1,100,3.54,NA,2.88
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,035-W2021011-569_R2,W2021011-569,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,88,149,335,58.56643356643356,57,84.62,2.54,NA,2.14
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,036-W2021011-569_R2,W2021011-569,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,61,191,370,59.4855305466238,36,90.19,2.95,NA,2.4
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,037-W2021009-277_R2,W2021009-277,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,434,134,114,16.715542521994134,29,36.36,1.18,NA,0.99
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,038-W2021009-277_R2,W2021009-277,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,497,78,71,10.990712074303406,35,23.07,0.71,NA,0.63
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,039-W2021009-277_R2,W2021009-277,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,334,187,116,18.210361067503925,62,47.57,1.42,NA,1.23
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,040-21399_R2,21399,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,705,15,0,0,39,2.08,0.06,NA,0.05
NA,0m 52s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,041-21399_R2,21399,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,688,0,0,0,2,0,0,NA,0
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,042-21399_R2,21399,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,698,11,0,0,13,1.55,0.05,NA,0.04
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,043-W2021006-117_R2,W2021006-117,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,682,0,0,0,3,0,0,NA,0
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,044-W2021006-117_R2,W2021006-117,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,586,0,1,0.17035775127768313,3,0.17,0.01,NA,0
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,045-W2021006-117_R2,W2021006-117,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,654,1,1,0.1524390243902439,5,0.3,0.01,NA,0.01
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,046-W2021011-559_R2,W2021011-559,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,195,115,329,51.4866979655712,40,69.48,2.21,NA,1.89
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,047-W2021011-559_R2,W2021011-559,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,253,177,227,34.55098934550989,55,61.49,1.89,NA,1.6
NA,1m 15s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,048-W2021011-559_R2,W2021011-559,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,54,144,495,71.42857142857143,19,92.21,3.22,NA,2.6
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,049-W2021011-545_R2,W2021011-545,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,584,77,2,0.301659125188537,24,11.92,0.35,NA,0.31
NA,0m 52s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,050-W2021011-545_R2,W2021011-545,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,384,248,50,7.331378299120235,49,43.7,1.34,NA,1.13
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,051-W2021011-545_R2,W2021011-545,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,483,159,58,8.285714285714285,53,31,0.94,NA,0.79
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,052-W2021010-425_R2,W2021010-425,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,574,1,0,0,13,0.17,0.01,NA,0
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,053-W2021010-425_R2,W2021010-425,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,692,4,0,0,8,0.57,0.02,NA,0.02
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,054-W2021010-425_R2,W2021010-425,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,596,0,1,0.16750418760469013,5,0.17,0,NA,0
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,055-W2021010-397_R2,W2021010-397,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,514,103,46,6.93815987933635,43,22.47,0.71,NA,0.62
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,056-W2021010-397_R2,W2021010-397,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,459,135,83,12.259970457902511,38,32.2,1.06,NA,0.9
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,057-W2021010-397_R2,W2021010-397,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,426,156,81,12.217194570135746,50,35.75,1.18,NA,1
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,058-W2021006-107_R2,W2021006-107,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,591,4,0,0,16,0.67,0.02,NA,0.02
NA,0m 30s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,059-W2021006-107_R2,W2021006-107,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,437,0,0,0,3,0,0,NA,0
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,060-W2021006-107_R2,W2021006-107,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,586,51,7,1.0869565217391304,48,9.01,0.27,NA,0.23
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,061-W2021006-118_R2,W2021006-118,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,313,289,18,2.903225806451613,25,49.52,1.7,NA,1.45
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,062-W2021006-118_R2,W2021006-118,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,669,44,0,0,9,6.17,0.2,NA,0.18
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,063-W2021006-118_R2,W2021006-118,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,610,68,3,0.4405286343612335,25,10.43,0.34,NA,0.29
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,064-W2021006-121_R2,W2021006-121,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,225,223,181,28.7758346581876,58,64.23,1.98,NA,1.64
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,065-W2021006-121_R2,W2021006-121,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,151,238,297,43.29446064139942,27,77.99,2.6,NA,2.11
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,066-W2021006-121_R2,W2021006-121,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,301,241,122,18.373493975903617,49,54.67,1.7,NA,1.42
NA,0m 45s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,067-W2021011-574_R2,W2021011-574,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,404,165,59,9.394904458598727,64,35.67,1.05,NA,0.87
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,068-W2021011-574_R2,W2021011-574,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,393,180,70,10.88646967340591,48,38.88,1.2,NA,0.99
NA,0m 52s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,069-W2021011-574_R2,W2021011-574,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,200,216,167,28.64493996569468,66,65.69,1.98,NA,1.63
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,070-W2021011-567_R2,W2021011-567,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,456,128,54,8.463949843260188,53,28.53,0.89,NA,0.75
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,071-W2021011-567_R2,W2021011-567,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,361,165,69,11.596638655462185,58,39.33,1.22,NA,1
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,072-W2021011-567_R2,W2021011-567,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,440,194,43,6.3515509601181686,54,35.01,1.09,NA,0.94
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,073-W2021006-109_R2,W2021006-109,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,456,141,24,3.864734299516908,70,26.57,0.76,NA,0.64
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,074-W2021006-109_R2,W2021006-109,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,286,297,54,8.47723704866562,53,55.1,1.73,NA,1.45
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,075-W2021006-109_R2,W2021006-109,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,59,353,267,39.32253313696613,40,91.31,2.93,NA,2.45
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,076-21428_R2,21428,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,655,8,0,0,30,1.21,0.03,NA,0.03
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,077-21428_R2,21428,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,688,4,1,0.1443001443001443,33,0.72,0.02,NA,0.02
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,078-21428_R2,21428,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,696,11,0,0,41,1.56,0.04,NA,0.04
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,079-W2021009-250_R2,W2021009-250,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,328,100,148,25.694444444444443,45,43.06,1.29,NA,1.08
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,080-W2021009-250_R2,W2021009-250,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,374,155,107,16.82389937106918,46,41.19,1.29,NA,1.06
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,081-W2021009-250_R2,W2021009-250,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,474,41,7,1.3409961685823757,10,9.2,0.28,NA,0.24
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,082-W2021006-104_R2,W2021006-104,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,589,10,1,0.16666666666666669,19,1.83,0.05,NA,0.04
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,083-W2021006-104_R2,W2021006-104,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,525,39,0,0,31,6.91,0.2,NA,0.16
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,084-W2021006-104_R2,W2021006-104,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,566,11,0,0,22,1.91,0.06,NA,0.05
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,085-W2021006-096_R2,W2021006-096,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,119,302,252,37.444279346211,33,82.32,2.66,NA,2.21
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,086-W2021006-096_R2,W2021006-096,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,65,396,185,28.637770897832816,20,89.94,3.04,NA,2.54
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,087-W2021006-096_R2,W2021006-096,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,147,362,144,22.052067381317,49,77.49,2.33,NA,1.96
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,088-W2021010-411_R2,W2021010-411,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,253,130,292,43.25925925925926,30,62.52,2.1,NA,1.7
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,089-W2021010-411_R2,W2021010-411,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,96,130,456,66.86217008797654,18,85.92,3.02,NA,2.39
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,090-W2021010-411_R2,W2021010-411,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,192,151,309,47.392638036809814,42,70.55,2.29,NA,1.88
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,091-GALENA_R2,GALENA,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,511,113,68,9.826589595375722,23,26.16,0.85,NA,0.71
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,092-GALENA_R2,GALENA,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,320,137,189,29.256965944272444,36,50.46,1.58,NA,1.36
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,093-GALENA_R2,GALENA,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,524,103,24,3.686635944700461,39,19.51,0.59,NA,0.51
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,094-W2021011-553_R2,W2021011-553,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,646,1,2,0.30816640986132515,3,0.46,0.01,NA,0.01
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,095-W2021011-553_R2,W2021011-553,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,607,3,1,0.16366612111292964,12,0.65,0.02,NA,0.02
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,096-W2021011-553_R2,W2021011-553,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,642,3,1,0.15479876160990713,15,0.62,0.02,NA,0.01
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,097-W2021006-126_R2,W2021006-126,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,100,98,488,71.13702623906705,14,85.42,3.13,NA,2.44
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,098-W2021006-126_R2,W2021006-126,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,355,85,194,30.5993690851735,47,44.01,1.47,NA,1.17
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,099-W2021006-126_R2,W2021006-126,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,107,94,480,70.48458149779736,30,84.29,2.88,NA,2.3
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,100-W2021009-249_R2,W2021009-249,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,395,101,44,8.148148148148149,44,26.85,0.81,NA,0.66
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,101-W2021009-249_R2,W2021009-249,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,322,212,88,14.14790996784566,83,48.23,1.4,NA,1.17
NA,0m 45s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,102-W2021009-249_R2,W2021009-249,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,476,147,23,3.560371517027864,43,26.32,0.8,NA,0.67
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,103-W2021011-558_R2,W2021011-558,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,202,154,303,45.97875569044006,35,69.35,2.32,NA,1.84
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,104-W2021011-558_R2,W2021011-558,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,258,150,272,40,25,62.06,2.07,NA,1.68
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,105-W2021011-558_R2,W2021011-558,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,273,182,174,27.662957074721778,40,56.6,1.78,NA,1.47
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,106-W2021011-550_R2,W2021011-550,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,524,7,17,3.102189781021898,15,4.38,0.14,NA,0.11
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,107-W2021011-550_R2,W2021011-550,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,215,113,224,40.57971014492754,52,61.05,1.8,NA,1.49
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,108-W2021011-550_R2,W2021011-550,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,581,39,42,6.3444108761329305,35,12.24,0.4,NA,0.33
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,109-W2021011-564_R2,W2021011-564,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,521,7,0,0,46,1.33,0.03,NA,0.03
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,110-W2021011-564_R2,W2021011-564,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,436,130,18,3.0821917808219177,35,25.34,0.75,NA,0.64
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,111-W2021011-564_R2,W2021011-564,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,604,26,3,0.47393364928909953,35,4.58,0.13,NA,0.11
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,112-W2021011-554_R2,W2021011-554,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,83,222,338,52.56609642301711,48,87.09,2.7,NA,2.21
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,113-W2021011-554_R2,W2021011-554,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,567,28,16,2.618657937806874,31,7.2,0.21,NA,0.18
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,114-W2021011-554_R2,W2021011-554,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,174,275,178,28.38915470494418,52,72.25,2.2,NA,1.8
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-16-2023_10dpi,2,115-W2021006-120_R2,W2021006-120,NA,NA,NA,NA,0.95,0.3,0.7,0.3,0.7,0.2,692,14,1,0.14144271570014144,14,2.12,0.07,NA,0.06
