model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,051-W2021011-545_R2,W2021011-545,0.95,0.3,0.5,0.3,0.5,0.2,704,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,052-W2021010-425_R2,W2021010-425,0.95,0.3,0.5,0.3,0.5,0.2,653,1,0,0,5,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,053-W2021010-425_R2,W2021010-425,0.95,0.3,0.5,0.3,0.5,0.2,714,2,0,0,6,0.28,0.01,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,054-W2021010-425_R2,W2021010-425,0.95,0.3,0.5,0.3,0.5,0.2,663,0,0,0,8,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,055-W2021010-397_R2,W2021010-397,0.95,0.3,0.5,0.3,0.5,0.2,695,1,0,0,8,0.14,0.01,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,056-W2021010-397_R2,W2021010-397,0.95,0.3,0.5,0.3,0.5,0.2,702,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,057-W2021010-397_R2,W2021010-397,0.95,0.3,0.5,0.3,0.5,0.2,675,0,0,0,13,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,058-W2021006-107_R2,W2021006-107,0.95,0.3,0.5,0.3,0.5,0.2,655,3,0,0,15,0.46,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,059-W2021006-107_R2,W2021006-107,0.95,0.3,0.5,0.3,0.5,0.2,467,2,0,0,12,0.43,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,060-W2021006-107_R2,W2021006-107,0.95,0.3,0.5,0.3,0.5,0.2,591,6,0,0,41,1.01,0.1,0.25,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,061-W2021006-118_R2,W2021006-118,0.95,0.3,0.5,0.3,0.5,0.2,671,1,0,0,3,0.15,0.01,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,062-W2021006-118_R2,W2021006-118,0.95,0.3,0.5,0.3,0.5,0.2,702,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,063-W2021006-118_R2,W2021006-118,0.95,0.3,0.5,0.3,0.5,0.2,686,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,064-W2021006-121_R2,W2021006-121,0.95,0.3,0.5,0.3,0.5,0.2,636,5,0,0,19,0.78,0.06,0.18,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,065-W2021006-121_R2,W2021006-121,0.95,0.3,0.5,0.3,0.5,0.2,685,3,0,0,24,0.44,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,066-W2021006-121_R2,W2021006-121,0.95,0.3,0.5,0.3,0.5,0.2,661,0,0,0,39,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,067-W2021011-574_R2,W2021011-574,0.95,0.3,0.5,0.3,0.5,0.2,684,2,0,0,14,0.29,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,068-W2021011-574_R2,W2021011-574,0.95,0.3,0.5,0.3,0.5,0.2,663,2,0,0,15,0.3,0.02,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,069-W2021011-574_R2,W2021011-574,0.95,0.3,0.5,0.3,0.5,0.2,541,2,0,0,9,0.37,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,070-W2021011-567_R2,W2021011-567,0.95,0.3,0.5,0.3,0.5,0.2,697,1,0,0,8,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,071-W2021011-567_R2,W2021011-567,0.95,0.3,0.5,0.3,0.5,0.2,672,1,0,0,2,0.15,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,072-W2021011-567_R2,W2021011-567,0.95,0.3,0.5,0.3,0.5,0.2,706,1,0,0,3,0.14,0.02,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,073-W2021006-109_R2,W2021006-109,0.95,0.3,0.5,0.3,0.5,0.2,685,1,0,0,7,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,074-W2021006-109_R2,W2021006-109,0.95,0.3,0.5,0.3,0.5,0.2,677,2,0,0,22,0.29,0.03,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,075-W2021006-109_R2,W2021006-109,0.95,0.3,0.5,0.3,0.5,0.2,680,0,0,0,24,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,076-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,704,1,0,0,1,0.14,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,077-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,711,0,0,0,6,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,078-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,674,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,079-W2021009-250_R2,W2021009-250,0.95,0.3,0.5,0.3,0.5,0.2,643,0,0,0,29,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,080-W2021009-250_R2,W2021009-250,0.95,0.3,0.5,0.3,0.5,0.2,671,1,0,0,40,0.15,0,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,081-W2021009-250_R2,W2021009-250,0.95,0.3,0.5,0.3,0.5,0.2,528,0,0,0,47,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,082-W2021006-104_R2,W2021006-104,0.95,0.3,0.5,0.3,0.5,0.2,629,3,0,0,16,0.47,0.03,0.1,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,083-W2021006-104_R2,W2021006-104,0.95,0.3,0.5,0.3,0.5,0.2,635,0,0,0,25,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,084-W2021006-104_R2,W2021006-104,0.95,0.3,0.5,0.3,0.5,0.2,623,1,0,0,17,0.16,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,085-W2021006-096_R2,W2021006-096,0.95,0.3,0.5,0.3,0.5,0.2,657,1,0,0,23,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,086-W2021006-096_R2,W2021006-096,0.95,0.3,0.5,0.3,0.5,0.2,635,0,0,0,20,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,087-W2021006-096_R2,W2021006-096,0.95,0.3,0.5,0.3,0.5,0.2,614,2,0,0,36,0.32,0.02,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,088-W2021010-411_R2,W2021010-411,0.95,0.3,0.5,0.3,0.5,0.2,695,0,0,0,10,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,089-W2021010-411_R2,W2021010-411,0.95,0.3,0.5,0.3,0.5,0.2,674,1,0,0,7,0.15,0.02,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,090-W2021010-411_R2,W2021010-411,0.95,0.3,0.5,0.3,0.5,0.2,587,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,091-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,697,0,0,0,8,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,092-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,686,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,093-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,702,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,094-W2021011-553_R2,W2021011-553,0.95,0.3,0.5,0.3,0.5,0.2,644,1,0,0,13,0.16,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,095-W2021011-553_R2,W2021011-553,0.95,0.3,0.5,0.3,0.5,0.2,662,3,0,0,17,0.45,0.03,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,096-W2021011-553_R2,W2021011-553,0.95,0.3,0.5,0.3,0.5,0.2,691,0,0,0,9,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,097-W2021006-126_R2,W2021006-126,0.95,0.3,0.5,0.3,0.5,0.2,674,2,0,0,8,0.3,0.03,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,098-W2021006-126_R2,W2021006-126,0.95,0.3,0.5,0.3,0.5,0.2,599,3,0,0,17,0.5,0.02,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,099-W2021006-126_R2,W2021006-126,0.95,0.3,0.5,0.3,0.5,0.2,642,2,0,0,8,0.31,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,100-W2021009-249_R2,W2021009-249,0.95,0.3,0.5,0.3,0.5,0.2,656,5,0,0,29,0.76,0.06,0.15,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,101-W2021009-249_R2,W2021009-249,0.95,0.3,0.5,0.3,0.5,0.2,675,2,0,0,40,0.3,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,102-W2021009-249_R2,W2021009-249,0.95,0.3,0.5,0.3,0.5,0.2,677,3,0,0,16,0.44,0.04,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,103-W2021011-558_R2,W2021011-558,0.95,0.3,0.5,0.3,0.5,0.2,603,1,0,0,17,0.17,0.01,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,104-W2021011-558_R2,W2021011-558,0.95,0.3,0.5,0.3,0.5,0.2,691,1,0,0,5,0.14,0.02,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,105-W2021011-558_R2,W2021011-558,0.95,0.3,0.5,0.3,0.5,0.2,682,2,0,0,7,0.29,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,106-W2021011-550_R2,W2021011-550,0.95,0.3,0.5,0.3,0.5,0.2,570,0,0,0,9,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,107-W2021011-550_R2,W2021011-550,0.95,0.3,0.5,0.3,0.5,0.2,604,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,108-W2021011-550_R2,W2021011-550,0.95,0.3,0.5,0.3,0.5,0.2,720,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,109-W2021011-564_R2,W2021011-564,0.95,0.3,0.5,0.3,0.5,0.2,599,3,0,0,25,0.5,0.03,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,110-W2021011-564_R2,W2021011-564,0.95,0.3,0.5,0.3,0.5,0.2,608,0,0,0,20,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,111-W2021011-564_R2,W2021011-564,0.95,0.3,0.5,0.3,0.5,0.2,670,0,0,0,17,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,112-W2021011-554_R2,W2021011-554,0.95,0.3,0.5,0.3,0.5,0.2,651,2,0,0,35,0.31,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,113-W2021011-554_R2,W2021011-554,0.95,0.3,0.5,0.3,0.5,0.2,681,0,0,0,10,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,114-W2021011-554_R2,W2021011-554,0.95,0.3,0.5,0.3,0.5,0.2,651,0,0,0,23,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,115-W2021006-120_R2,W2021006-120,0.95,0.3,0.5,0.3,0.5,0.2,700,0,0,0,6,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,116-W2021006-120_R2,W2021006-120,0.95,0.3,0.5,0.3,0.5,0.2,675,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,117-W2021006-120_R2,W2021006-120,0.95,0.3,0.5,0.3,0.5,0.2,626,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,118-W2021006-124_R2,W2021006-124,0.95,0.3,0.5,0.3,0.5,0.2,716,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,119-W2021006-124_R2,W2021006-124,0.95,0.3,0.5,0.3,0.5,0.2,712,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,120-W2021006-124_R2,W2021006-124,0.95,0.3,0.5,0.3,0.5,0.2,712,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,121-W2021009-267_R2,W2021009-267,0.95,0.3,0.5,0.3,0.5,0.2,624,1,0,0,18,0.16,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,122-W2021009-267_R2,W2021009-267,0.95,0.3,0.5,0.3,0.5,0.2,711,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,123-W2021009-267_R2,W2021009-267,0.95,0.3,0.5,0.3,0.5,0.2,674,0,0,0,22,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,124-W2021006-111_R2,W2021006-111,0.95,0.3,0.5,0.3,0.5,0.2,709,0,0,0,0,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,125-W2021006-111_R2,W2021006-111,0.95,0.3,0.5,0.3,0.5,0.2,715,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,126-W2021006-111_R2,W2021006-111,0.95,0.3,0.5,0.3,0.5,0.2,723,0,0,0,0,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,127-W2021010-403_R2,W2021010-403,0.95,0.3,0.5,0.3,0.5,0.2,710,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,128-W2021010-403_R2,W2021010-403,0.95,0.3,0.5,0.3,0.5,0.2,711,1,0,0,2,0.14,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,129-W2021010-403_R2,W2021010-403,0.95,0.3,0.5,0.3,0.5,0.2,707,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,130-W2021010-399_R2,W2021010-399,0.95,0.3,0.5,0.3,0.5,0.2,682,1,0,0,10,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,131-W2021010-399_R2,W2021010-399,0.95,0.3,0.5,0.3,0.5,0.2,711,1,0,0,3,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,132-W2021010-399_R2,W2021010-399,0.95,0.3,0.5,0.3,0.5,0.2,718,1,0,0,1,0.14,0.02,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,133-W2021006-106_R2,W2021006-106,0.95,0.3,0.5,0.3,0.5,0.2,578,1,0,0,15,0.17,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,134-W2021006-106_R2,W2021006-106,0.95,0.3,0.5,0.3,0.5,0.2,614,2,0,0,15,0.32,0.03,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,135-W2021006-106_R2,W2021006-106,0.95,0.3,0.5,0.3,0.5,0.2,615,2,0,0,24,0.32,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,136-W2021006-101_R2,W2021006-101,0.95,0.3,0.5,0.3,0.5,0.2,674,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,137-W2021006-101_R2,W2021006-101,0.95,0.3,0.5,0.3,0.5,0.2,656,2,0,0,3,0.3,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,138-W2021006-101_R2,W2021006-101,0.95,0.3,0.5,0.3,0.5,0.2,673,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,139-W2021006-108_R2,W2021006-108,0.95,0.3,0.5,0.3,0.5,0.2,703,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,140-W2021006-108_R2,W2021006-108,0.95,0.3,0.5,0.3,0.5,0.2,690,1,0,0,22,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,141-W2021006-108_R2,W2021006-108,0.95,0.3,0.5,0.3,0.5,0.2,695,1,0,0,3,0.14,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,142-W2021010-402_R2,W2021010-402,0.95,0.3,0.5,0.3,0.5,0.2,697,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,143-W2021010-402_R2,W2021010-402,0.95,0.3,0.5,0.3,0.5,0.2,700,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,144-W2021010-402_R2,W2021010-402,0.95,0.3,0.5,0.3,0.5,0.2,696,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,145-W2021006-122_R2,W2021006-122,0.95,0.3,0.5,0.3,0.5,0.2,573,0,0,0,37,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,146-W2021006-122_R2,W2021006-122,0.95,0.3,0.5,0.3,0.5,0.2,599,8,0,0,48,1.32,0.11,0.31,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,147-W2021006-122_R2,W2021006-122,0.95,0.3,0.5,0.3,0.5,0.2,630,5,0,0,65,0.79,0.05,0.15,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,148-W2021010-417_R2,W2021010-417,0.95,0.3,0.5,0.3,0.5,0.2,634,1,0,0,13,0.16,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,149-W2021010-417_R2,W2021010-417,0.95,0.3,0.5,0.3,0.5,0.2,712,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,150-W2021010-417_R2,W2021010-417,0.95,0.3,0.5,0.3,0.5,0.2,693,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,151-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,699,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,152-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,698,0,0,0,0,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,153-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,678,0,0,0,0,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,154-W2021010-419_R2,W2021010-419,0.95,0.3,0.5,0.3,0.5,0.2,669,1,0,0,10,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,155-W2021010-419_R2,W2021010-419,0.95,0.3,0.5,0.3,0.5,0.2,644,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,156-W2021010-419_R2,W2021010-419,0.95,0.3,0.5,0.3,0.5,0.2,688,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,157-W2021006-114_R2,W2021006-114,0.95,0.3,0.5,0.3,0.5,0.2,710,1,0,0,8,0.14,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,158-W2021006-114_R2,W2021006-114,0.95,0.3,0.5,0.3,0.5,0.2,706,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,159-W2021006-114_R2,W2021006-114,0.95,0.3,0.5,0.3,0.5,0.2,691,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,160-W2021011-551_R2,W2021011-551,0.95,0.3,0.5,0.3,0.5,0.2,661,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,161-W2021011-551_R2,W2021011-551,0.95,0.3,0.5,0.3,0.5,0.2,640,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,162-W2021011-551_R2,W2021011-551,0.95,0.3,0.5,0.3,0.5,0.2,631,2,0,0,2,0.32,0.03,0.12,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,163-W2021006-103_R2,W2021006-103,0.95,0.3,0.5,0.3,0.5,0.2,659,1,0,0,16,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,164-W2021006-103_R2,W2021006-103,0.95,0.3,0.5,0.3,0.5,0.2,651,0,0,0,22,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,165-W2021006-103_R2,W2021006-103,0.95,0.3,0.5,0.3,0.5,0.2,653,1,0,0,5,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,166-W2021006-123_R2,W2021006-123,0.95,0.3,0.5,0.3,0.5,0.2,641,0,0,0,7,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,167-W2021006-123_R2,W2021006-123,0.95,0.3,0.5,0.3,0.5,0.2,637,2,0,0,9,0.31,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,168-W2021006-123_R2,W2021006-123,0.95,0.3,0.5,0.3,0.5,0.2,689,1,0,0,11,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,169-W2021010-407_R2,W2021010-407,0.95,0.3,0.5,0.3,0.5,0.2,658,3,0,0,39,0.45,0.03,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,170-W2021010-407_R2,W2021010-407,0.95,0.3,0.5,0.3,0.5,0.2,699,5,0,0,27,0.71,0.05,0.17,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,171-W2021010-407_R2,W2021010-407,0.95,0.3,0.5,0.3,0.5,0.2,668,3,0,0,22,0.45,0.04,0.14,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,172-W2021006-127_R2,W2021006-127,0.95,0.3,0.5,0.3,0.5,0.2,715,1,0,0,2,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,173-W2021006-127_R2,W2021006-127,0.95,0.3,0.5,0.3,0.5,0.2,699,1,0,0,3,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,174-W2021006-127_R2,W2021006-127,0.95,0.3,0.5,0.3,0.5,0.2,698,1,0,0,2,0.14,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,175-W2021009-256_R2,W2021009-256,0.95,0.3,0.5,0.3,0.5,0.2,728,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,176-W2021009-256_R2,W2021009-256,0.95,0.3,0.5,0.3,0.5,0.2,532,2,0,0,9,0.37,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,177-W2021009-256_R2,W2021009-256,0.95,0.3,0.5,0.3,0.5,0.2,631,2,0,0,11,0.32,0.02,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,178-W2021011-555_R2,W2021011-555,0.95,0.3,0.5,0.3,0.5,0.2,685,0,0,0,12,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,179-W2021011-555_R2,W2021011-555,0.95,0.3,0.5,0.3,0.5,0.2,721,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,180-W2021011-555_R2,W2021011-555,0.95,0.3,0.5,0.3,0.5,0.2,712,1,0,0,5,0.14,0.01,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,181-W2021011-572_R2,W2021011-572,0.95,0.3,0.5,0.3,0.5,0.2,680,0,0,0,12,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,182-W2021011-572_R2,W2021011-572,0.95,0.3,0.5,0.3,0.5,0.2,702,1,0,0,13,0.14,0.01,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,183-W2021011-572_R2,W2021011-572,0.95,0.3,0.5,0.3,0.5,0.2,645,3,0,0,20,0.46,0.03,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,184-W2021010-420_R2,W2021010-420,0.95,0.3,0.5,0.3,0.5,0.2,686,3,0,0,22,0.44,0.02,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,185-W2021010-420_R2,W2021010-420,0.95,0.3,0.5,0.3,0.5,0.2,605,0,0,0,28,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,186-W2021010-420_R2,W2021010-420,0.95,0.3,0.5,0.3,0.5,0.2,330,1,0,0,5,0.3,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-6-2023_0dpi,2,187-W2021010-398_R2,W2021010-398,0.95,0.3,0.5,0.3,0.5,0.2,639,0,0,0,1,0,0,0,NA,
