"model_name","withheld","human_ccc","model_ccc","delta_ccc","human_baseline_mean"
"Jan29_22-02-46_2026_sal0.5_computer_vision","Human_Rater1",0.840138711168683,0.95714795915981,0.117009247991127,0.848875055667876
"Jan29_22-02-46_2026_sal0.5_computer_vision","Human_Rater2",0.838295943743192,0.960635314509953,0.122339370766761,0.848875055667876
"Jan29_22-02-46_2026_sal0.5_computer_vision","Human_Rater3",0.834759801246903,0.955086214067472,0.120326412820568,0.848875055667876
"Jan29_22-02-46_2026_sal0.5_computer_vision","Human_Rater4",0.883021619820397,0.973659518877308,0.0906378990569106,0.848875055667876
"Jan29_22-02-46_2026_sal0.5_computer_vision","Human_Rater5",0.848159202360206,0.940975292830753,0.0928160904705467,0.848875055667876
