"model_name","withheld","human_ccc","model_ccc","delta_ccc","human_baseline_mean"
"Feb03_16-24-20_2024","Human_Rater1",0.919672020623889,0.961097613288352,0.041425592664463,0.900137977711411
"Feb03_16-24-20_2024","Human_Rater2",0.928107754149136,0.965443772391364,0.0373360182422275,0.900137977711411
"Feb03_16-24-20_2024","Human_Rater3",0.933721758796457,0.960637558508362,0.0269157997119056,0.900137977711411
"Feb03_16-24-20_2024","Human_Rater4",0.829682040413971,0.970899968060996,0.141217927647025,0.900137977711411
"Feb03_16-24-20_2024","Human_Rater5",0.889506314573603,0.9539539297062,0.064447615132597,0.900137977711411
