"model_name","withheld","withheld_lab","human_ccc","model_ccc","delta_ccc","human_baseline_mean"
"Jan26_23-15-35_2026_sal0.7","Human_Rater1","R1",0.840138711168683,0.958002144840101,0.117863433671418,0.848875055667876
"Jan26_23-15-35_2026_sal0.7","Human_Rater2","R2",0.838295943743192,0.959049847045639,0.120753903302447,0.848875055667876
"Jan26_23-15-35_2026_sal0.7","Human_Rater3","R3",0.834759801246903,0.955528891638882,0.120769090391979,0.848875055667876
"Jan26_23-15-35_2026_sal0.7","Human_Rater4","R4",0.883021619820397,0.971528648174163,0.0885070283537663,0.848875055667876
"Jan26_23-15-35_2026_sal0.7","Human_Rater5","R5",0.848159202360206,0.941248167538881,0.0930889651786742,0.848875055667876
