"model_name","withheld","human_ccc","model_ccc","delta_ccc","human_baseline_mean"
"Jan26_23-15-35_2026_sal0.5","Human_Rater1",0.840138711168683,0.962683646672665,0.122544935503981,0.848875055667876
"Jan26_23-15-35_2026_sal0.5","Human_Rater2",0.838295943743192,0.964671575388072,0.12637563164488,0.848875055667876
"Jan26_23-15-35_2026_sal0.5","Human_Rater3",0.834759801246903,0.962563919069739,0.127804117822836,0.848875055667876
"Jan26_23-15-35_2026_sal0.5","Human_Rater4",0.883021619820397,0.974952506357009,0.0919308865366124,0.848875055667876
"Jan26_23-15-35_2026_sal0.5","Human_Rater5",0.848159202360206,0.953554074550459,0.105394872190253,0.848875055667876
