filename,stem,run_time,model_type,model_timestamp,epoch,rel_th,prob_th,min_area,step,batch_size,leaf_patch_min,pred_white_pixels,leaf_pixels,total_pixels,pct_infected_of_leaf,pct_infected_of_image,mask_path
141-W2021009-274_R1.png,141-W2021009-274_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4134388,39325102,45413508,10.5134,9.1039,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\141-W2021009-274_R1_leaf_pred.png
143-W2021010-313_R2.png,143-W2021010-313_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,449556,35371947,45413508,1.2709,0.9899,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\143-W2021010-313_R2_leaf_pred.png
148-W2021011-462_R2.png,148-W2021011-462_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,703536,36879701,45413508,1.9077,1.5492,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\148-W2021011-462_R2_leaf_pred.png
149-W2021010-417_R1.png,149-W2021010-417_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1091037,36340101,45413508,3.0023,2.4025,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\149-W2021010-417_R1_leaf_pred.png
154-W2021010-419_R1.png,154-W2021010-419_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,509753,36499539,45413508,1.3966,1.1225,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\154-W2021010-419_R1_leaf_pred.png
155-W2021011-639_R1.png,155-W2021011-639_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,554316,34607646,45413508,1.6017,1.2206,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\155-W2021011-639_R1_leaf_pred.png
156-W2021009-276_R2.png,156-W2021009-276_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,527322,38811771,45413508,1.3587,1.1612,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\156-W2021009-276_R2_leaf_pred.png
158-W2021006-114_R1.png,158-W2021006-114_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1910169,35460292,45413508,5.3868,4.2062,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\158-W2021006-114_R1_leaf_pred.png
167-W2021006-003_R2.png,167-W2021006-003_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,403133,32184597,45413508,1.2526,0.8877,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\167-W2021006-003_R2_leaf_pred.png
169-W2021009-623_R2.png,169-W2021009-623_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4266606,39275320,45413508,10.8633,9.395,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\169-W2021009-623_R2_leaf_pred.png
