filename,run_time,model_type,model_timestamp,epoch,rel_th,prob_th,min_area,step,batch_size,leaf_patch_min,pred_white_pixels,leaf_pixels,total_pixels,pct_infected_of_leaf,pct_infected_of_image,mask_path
206-W2021009-271_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,6369523,36800811,45413508,17.3081,14.0256,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\206-W2021009-271_R2_leaf_pred.png
207-W2021009-271_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,2433931,29306483,45413508,8.3051,5.3595,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\207-W2021009-271_R1_leaf_pred.png
207-W2021009-287_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,574825,35087401,45413508,1.6383,1.2658,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\207-W2021009-287_R1_leaf_pred.png
209-W2021010-439_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,3488489,36671419,45413508,9.5128,7.6816,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\209-W2021010-439_R2_leaf_pred.png
214-W2021006-045_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,2340593,35569344,45413508,6.5804,5.154,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\214-W2021006-045_R2_leaf_pred.png
215-W2021006-045_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,3712486,33955451,45413508,10.9334,8.1748,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\215-W2021006-045_R1_leaf_pred.png
225-W2021010-327_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,6672632,36818923,45413508,18.1228,14.6931,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\225-W2021010-327_R2_leaf_pred.png
226-W2021009-177_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1244815,36417077,45413508,3.4182,2.7411,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\226-W2021009-177_R1_leaf_pred.png
233-W2021006-607_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,716114,33629511,45413508,2.1294,1.5769,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\233-W2021006-607_R1_leaf_pred.png
238-W2021009-192_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4681696,37986388,45413508,12.3247,10.309,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\238-W2021009-192_R1_leaf_pred.png
242-W2021006-132_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,10263509,36471895,45413508,28.1409,22.6001,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\242-W2021006-132_R2_leaf_pred.png
262-W2021009-187_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,5371070,34303910,45413508,15.6573,11.827,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\262-W2021009-187_R2_leaf_pred.png
264-W2021009-187_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1313013,34597495,45413508,3.7951,2.8912,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\264-W2021009-187_R1_leaf_pred.png
285-W2021006-040_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1617722,34014713,45413508,4.7559,3.5622,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\285-W2021006-040_R2_leaf_pred.png
293-W2021006-054_R1_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1627914,35463055,45413508,4.5905,3.5846,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\293-W2021006-054_R1_leaf_pred.png
311-W2021010-326_R2_10dpi,2026-02-05T07:53:00,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,294173,32432538,45413508,0.907,0.6478,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\311-W2021010-326_R2_leaf_pred.png
002-W2021006-081_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,660970,35218314,45413508,1.8768,1.4554,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\002-W2021006-081_R1_leaf_pred.png
002-W2021010-336_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,432122,32908317,45413508,1.3131,0.9515,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\002-W2021010-336_R2_leaf_pred.png
005-W2021011-592_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,625204,37443098,45413508,1.6697,1.3767,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\005-W2021011-592_R2_leaf_pred.png
009-W2021010-311_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,671102,36117372,45413508,1.8581,1.4778,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\009-W2021010-311_R2_leaf_pred.png
010-W2021010-347_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,908731,34469051,45413508,2.6364,2.001,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\010-W2021010-347_R2_leaf_pred.png
013-W2021009-172_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,103388,35419854,45413508,0.2919,0.2277,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\013-W2021009-172_R2_leaf_pred.png
015-W2021009-160_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,490455,34495740,45413508,1.4218,1.08,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\015-W2021009-160_R1_leaf_pred.png
015-W2021011-633_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1111696,38194664,45413508,2.9106,2.4479,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\015-W2021011-633_R1_leaf_pred.png
017-W2021006-612_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,813754,30555331,45413508,2.6632,1.7919,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\017-W2021006-612_R2_leaf_pred.png
019-W2021010-428_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,712644,33619113,45413508,2.1198,1.5692,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\019-W2021010-428_R2_leaf_pred.png
021-W2021009-175_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,195652,36781669,45413508,0.5319,0.4308,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\021-W2021009-175_R1_leaf_pred.png
022-W2021009-198_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,620532,37188658,45413508,1.6686,1.3664,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\022-W2021009-198_R2_leaf_pred.png
023-W2021006-049_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,512929,33264255,45413508,1.542,1.1295,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\023-W2021006-049_R1_leaf_pred.png
023-W2021010-305_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,411670,33335208,45413508,1.2349,0.9065,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\023-W2021010-305_R2_leaf_pred.png
026-W2021009-622_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1015332,36855999,45413508,2.7549,2.2357,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\026-W2021009-622_R2_leaf_pred.png
032-W2021006-041_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,809908,39092932,45413508,2.0718,1.7834,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\032-W2021006-041_R2_leaf_pred.png
032-W2021009-155_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,2683357,37369195,45413508,7.1807,5.9087,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\032-W2021009-155_R1_leaf_pred.png
036-W2021006-047_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,544537,35285800,45413508,1.5432,1.1991,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\036-W2021006-047_R2_leaf_pred.png
040-W2021009-207_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,738917,35514866,45413508,2.0806,1.6271,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\040-W2021009-207_R1_leaf_pred.png
042-W2021010-429_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1417247,37468520,45413508,3.7825,3.1208,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\042-W2021010-429_R1_leaf_pred.png
044-W2021009-169_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,252668,35043126,45413508,0.721,0.5564,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\044-W2021009-169_R2_leaf_pred.png
044-W2021009-618_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,440280,35150617,45413508,1.2526,0.9695,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\044-W2021009-618_R1_leaf_pred.png
047-W2021011-482_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1516244,34309866,45413508,4.4193,3.3388,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\047-W2021011-482_R1_leaf_pred.png
048-W2021006-147_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,192945,24330416,45413508,0.793,0.4249,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\048-W2021006-147_R1_leaf_pred.png
052-W2021006-004_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,477211,32139632,45413508,1.4848,1.0508,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\052-W2021006-004_R2_leaf_pred.png
055-W2021010-341_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,537765,34718735,45413508,1.5489,1.1842,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\055-W2021010-341_R2_leaf_pred.png
055-W2021010-397_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1106696,36274485,45413508,3.0509,2.4369,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\055-W2021010-397_R2_leaf_pred.png
056-W2021006-609_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,812507,35992690,45413508,2.2574,1.7891,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\056-W2021006-609_R1_leaf_pred.png
059-W2021010-434_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,626023,38545520,45413508,1.6241,1.3785,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\059-W2021010-434_R1_leaf_pred.png
060-W2021010-324_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,415945,35585292,45413508,1.1689,0.9159,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\060-W2021010-324_R2_leaf_pred.png
061-W2021011-483_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,819935,35588841,45413508,2.3039,1.8055,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\061-W2021011-483_R1_leaf_pred.png
070-W2021011-486_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,842976,26977993,45413508,3.1247,1.8562,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\070-W2021011-486_R2_leaf_pred.png
071-W2021010-323_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1229470,34081350,45413508,3.6075,2.7073,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\071-W2021010-323_R1_leaf_pred.png
077-W2021010-351_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,564824,34757593,45413508,1.625,1.2437,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\077-W2021010-351_R2_leaf_pred.png
084-W2021010-319_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,461418,34581710,45413508,1.3343,1.016,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\084-W2021010-319_R1_leaf_pred.png
085-W2021010-630_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,218106,35539283,45413508,0.6137,0.4803,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\085-W2021010-630_R1_leaf_pred.png
091-W2021006-056_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,722908,34048634,45413508,2.1232,1.5918,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\091-W2021006-056_R2_leaf_pred.png
094-W2021010-315_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,250669,35550033,45413508,0.7051,0.552,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\094-W2021010-315_R2_leaf_pred.png
095-W2021011-553_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,678875,32024708,45413508,2.1198,1.4949,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\095-W2021011-553_R2_leaf_pred.png
097-W2021006-617_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1068081,36394189,45413508,2.9348,2.3519,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\097-W2021006-617_R2_leaf_pred.png
097-W2021009-163_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1066268,35756447,45413508,2.982,2.3479,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\097-W2021009-163_R1_leaf_pred.png
099-W2021006-611_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1334277,37747790,45413508,3.5347,2.9381,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\099-W2021006-611_R2_leaf_pred.png
101-W2021011-565_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,3087895,38176446,45413508,8.0885,6.7995,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\101-W2021011-565_R1_leaf_pred.png
105-W2021011-558_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,748681,33770038,45413508,2.217,1.6486,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\105-W2021011-558_R1_leaf_pred.png
110-W2021011-454_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,564825,37633353,45413508,1.5009,1.2437,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\110-W2021011-454_R2_leaf_pred.png
111-W2021011-588_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,627266,36539267,45413508,1.7167,1.3812,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\111-W2021011-588_R2_leaf_pred.png
121-W2021009-185_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,708046,32409791,45413508,2.1847,1.5591,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\121-W2021009-185_R1_leaf_pred.png
123-W2021009-255_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,640786,37451564,45413508,1.711,1.411,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\123-W2021009-255_R2_leaf_pred.png
123-W2021009-621_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,521809,35890599,45413508,1.4539,1.149,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\123-W2021009-621_R2_leaf_pred.png
127-W2021006-143_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,566989,34694427,45413508,1.6342,1.2485,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\127-W2021006-143_R2_leaf_pred.png
127-W2021009-292_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4559040,36934460,45413508,12.3436,10.039,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\127-W2021009-292_R2_leaf_pred.png
128-W2021006-013_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1373349,33102041,45413508,4.1488,3.0241,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\128-W2021006-013_R1_leaf_pred.png
129-W2021006-119_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1094353,36829286,45413508,2.9714,2.4098,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\129-W2021006-119_R2_leaf_pred.png
132-W2021010-399_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,466172,34870796,45413508,1.3369,1.0265,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\132-W2021010-399_R1_leaf_pred.png
132-W2021011-644_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,470844,38002329,45413508,1.239,1.0368,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\132-W2021011-644_R2_leaf_pred.png
134-W2021006-001_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,821293,35030086,45413508,2.3445,1.8085,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\134-W2021006-001_R1_leaf_pred.png
134-W2021009-275_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1181680,35558364,45413508,3.3232,2.602,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\134-W2021009-275_R1_leaf_pred.png
137-W2021010-342_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,757047,36439941,45413508,2.0775,1.667,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\137-W2021010-342_R2_leaf_pred.png
138-W2021010-446_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,572414,36753187,45413508,1.5575,1.2604,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\138-W2021010-446_R1_leaf_pred.png
141-W2021009-274_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4134388,39325102,45413508,10.5134,9.1039,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\141-W2021009-274_R1_leaf_pred.png
143-W2021010-313_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,449556,35371947,45413508,1.2709,0.9899,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\143-W2021010-313_R2_leaf_pred.png
148-W2021011-462_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,703536,36879701,45413508,1.9077,1.5492,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\148-W2021011-462_R2_leaf_pred.png
149-W2021010-417_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1091037,36340101,45413508,3.0023,2.4025,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\149-W2021010-417_R1_leaf_pred.png
154-W2021010-419_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,509753,36499539,45413508,1.3966,1.1225,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\154-W2021010-419_R1_leaf_pred.png
155-W2021011-639_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,554316,34607646,45413508,1.6017,1.2206,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\155-W2021011-639_R1_leaf_pred.png
156-W2021009-276_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,527322,38811771,45413508,1.3587,1.1612,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\156-W2021009-276_R2_leaf_pred.png
158-W2021006-114_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1910169,35460292,45413508,5.3868,4.2062,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\158-W2021006-114_R1_leaf_pred.png
167-W2021006-003_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,403133,32184597,45413508,1.2526,0.8877,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\167-W2021006-003_R2_leaf_pred.png
169-W2021009-623_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4266606,39275320,45413508,10.8633,9.395,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\169-W2021009-623_R2_leaf_pred.png
169-W2021011-477_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1427874,35758048,45413508,3.9932,3.1442,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\169-W2021011-477_R1_leaf_pred.png
172-W2021011-557_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,708506,38895660,45413508,1.8216,1.5601,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\172-W2021011-557_R2_leaf_pred.png
173-W2021006-127_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,553593,36401036,45413508,1.5208,1.219,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\173-W2021006-127_R2_leaf_pred.png
174-W2021009-156_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,288334,31705731,45413508,0.9094,0.6349,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\174-W2021009-156_R2_leaf_pred.png
176-W2021009-256_R2_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,302825,26036500,45413508,1.1631,0.6668,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\176-W2021009-256_R2_leaf_pred.png
177-W2021009-194_R1_5dpi,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,636635,34549430,45413508,1.8427,1.4019,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\177-W2021009-194_R1_leaf_pred.png
